Il,Ilce,AKP,CHP,HDP,MHP,IYI
Çorum,Osmancık,59.412046871787844,14.83245391626122,0.8291646679915028,12.29699170835332,9.778661001850201
Çorum,Sungurlu,55.725946079643826,13.473905515706159,1.3078159782339847,15.217660153351472,11.151991095721
Çorum,Uğurludağ,65.95744680851064,10.17068038344634,0.5377601122281973,15.478138882394202,5.728314238952537
Denizli,Acıpayam,49.19312308828183,24.074464718911507,1.0178251239320746,8.150511549414619,14.299651935449846
Denizli,Babadağ,47.2115601715963,22.917137051253103,0.6096184240234817,8.512079476179725,17.63377737638293
Denizli,Baklan,43.329032258064515,24.10322580645161,0.7225806451612903,6.916129032258064,22.65806451612903
Denizli,Bekilli,32.60219341974078,45.82253240279162,1.3160518444666003,5.10468594217348,12.163509471585245
Denizli,Beyağaç,45.94833296533451,24.287922278648708,0.7286376683594612,8.478692868182822,17.465224111282843
Denizli,Bozkurt,42.212954515834745,34.30209826664929,1.3293366349537339,5.213084842955819,14.857291802424085
Denizli,Buldan,36.744464392579296,26.51651161525488,1.0880800826940862,9.983134758718242,23.176105761384036
Denizli,Çal,34.220695577501075,35.294117647058826,1.4741663088593102,7.871761843423501,18.255331329612137
Denizli,Çameli,62.46754268628531,15.744747816507987,0.6530804941380124,6.176725155401684,11.90494924856401
Denizli,Çardak,39.69883641341547,31.913073237508556,0.6160164271047228,7.392197125256674,17.607802874743328
Denizli,Çivril,39.966618617707304,32.0081936120173,1.2796196545532712,7.556331082618922,16.31135725665731
Denizli,Güney,36.56758272574313,40.71789119461582,0.8833426808749298,6.26752664049355,12.899607403252945
Denizli,Honaz,36.689986212531274,29.244753102180464,4.514119389266201,8.798447633151202,18.08711637644896
Denizli,Kale,49.574680052111276,16.338416736914706,0.9655912330446778,13.066135336041077,16.74457812859223
DenizliMerkez,36.277863804962365,28.853860677116828,6.212991876861659,9.135058106933219,17.006631238328456
Denizli,Pamukkale,39.74392462334997,27.805401371332618,3.368627268062876,9.832548159895518,16.770838192079854
Denizli,Sarayköy,29.728546409807354,35.92625024323799,7.7446974119478496,8.386845689822923,16.01478886942985
Denizli,Serinhisar,43.677138905354674,26.289270895080023,0.8298755186721992,10.324046631100574,16.567871962062835
